Title,"Video Directory","1080p URL","720p URL","360p URL","File Name 720p","Audio Directory","Audio URL","Document Directory","Document URL",Category,"Release Date","YouTube URL",GUID
"Preparation of Howard W. Hunter: Contributing to the Building Fund","/Videos/Church History/Prophets of the Restoration/Howard W. Hunter",,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1404-preparation-of-howard-w-hunter-contributing-to-the-building-fund-720p-eng.mp4,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1404-preparation-of-howard-w-hunter-contributing-to-the-building-fund-360p-eng.mp4,2012-05-1404-preparation-of-howard-w-hunter-contributing-to-the-building-fund-720p-eng.mp4,,,,,"Church History",20160223,https://youtu.be/QJznQiTI8QQ,0E99A1221-C3A9-467C-BB19-48A70E079C391
"Preparation of Howard W. Hunter: Desire to Pass the Sacrament","/Videos/Church History/Prophets of the Restoration/Howard W. Hunter",,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1403-preparation-of-howard-w-hunter-desire-to-pass-the-sacrament-720p-eng.mp4,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1403-preparation-of-howard-w-hunter-desire-to-pass-the-sacrament-360p-eng.mp4,2012-05-1403-preparation-of-howard-w-hunter-desire-to-pass-the-sacrament-720p-eng.mp4,,,,,"Church History",20160223,https://youtu.be/RjlmHnExJ4E,53F382BC-90B2-48D9-A04D-C8B00B2C9ED5D
"Preparation of Howard W. Hunter: Always Had a Testimony","/Videos/Church History/Prophets of the Restoration/Howard W. Hunter",,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1402-preparation-of-howard-w-hunter-always-had-a-testimony-720p-eng.mp4,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1402-preparation-of-howard-w-hunter-always-had-a-testimony-360p-eng.mp4,2012-05-1402-preparation-of-howard-w-hunter-always-had-a-testimony-720p-eng.mp4,,,,,"Church History",20160223,https://youtu.be/eaEOFPthYyI,5E667C60-2521-471E-BE1A-BDEF0A13D21A
"Ministry of Howard W. Hunter: Love for the Temple","/Videos/Church History/Prophets of the Restoration/Howard W. Hunter",,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1405-ministry-of-howard-w-hunter-love-for-the-temple-720p-eng.mp4,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1405-ministry-of-howard-w-hunter-love-for-the-temple-360p-eng.mp4,2012-05-1405-ministry-of-howard-w-hunter-love-for-the-temple-720p-eng.mp4,,,,,"Church History",20160226,https://youtu.be/7EFpkFVDvRI,6D391219-51C7-4045-A706-8BF245D35183
"Ministry of Howard W. Hunter: Love for the Holy Land","/Videos/Church History/Prophets of the Restoration/Howard W. Hunter",,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1406-ministry-of-howard-w-hunter-love-for-the-holy-land-720p-eng.mp4,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1406-ministry-of-howard-w-hunter-love-for-the-holy-land-360p-eng.mp4,2012-05-1406-ministry-of-howard-w-hunter-love-for-the-holy-land-720p-eng.mp4,,,,,"Church History",20160226,https://youtu.be/Cnqeu7ZLmhg,0E681071F-D6DE-41AD-8F76-08587F8DD50B
"Teachings of Howard W. Hunter: A Christ-centered Life","/Videos/Church History/Prophets of the Restoration/Howard W. Hunter",,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1410-teachings-of-howard-w-hunter-a-christ-centered-life-720p-eng.mp4,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1410-teachings-of-howard-w-hunter-a-christ-centered-life-360p-eng.mp4,2012-05-1410-teachings-of-howard-w-hunter-a-christ-centered-life-720p-eng.mp4,,,,,"Church History",20160226,https://youtu.be/8yaM7JUwB6U,5D6F1C8F-273C-48EB-A13A-5B110B8C175ED
"Teachings of Howard W. Hunter: Overcoming Adversity","/Videos/Church History/Prophets of the Restoration/Howard W. Hunter",,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1409-teachings-of-howard-w-hunter-overcoming-adversity-720p-eng.mp4,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1409-teachings-of-howard-w-hunter-overcoming-adversity-360p-eng.mp4,2012-05-1409-teachings-of-howard-w-hunter-overcoming-adversity-720p-eng.mp4,,,,,"Church History",20160215,https://youtu.be/mvr_i-YF6lM,3E69CD6B-37EB-4B37-8747-B5F5083EB671E
"Teachings of Howard W. Hunter: Every Member Temple-Worthy","/Videos/Church History/Prophets of the Restoration/Howard W. Hunter",,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1408-teachings-of-howard-w-hunter-every-member-temple-worthy-720p-eng.mp4,http://media2.ldscdn.org/assets/church-history/church-history-presidents-of-the-church/2012-05-1408-teachings-of-howard-w-hunter-every-member-temple-worthy-360p-eng.mp4,2012-05-1408-teachings-of-howard-w-hunter-every-member-temple-worthy-720p-eng.mp4,,,,,"Church History",20160301,https://youtu.be/uFXtn4pkLLU,3A73C716-ED92-465A-8654-B10709B35B600
