Title,"Video Directory","1080p URL","720p URL","360p URL","File Name 720p","Audio Directory","Audio URL","Document Directory","Document URL",Category,"Release Date","YouTube URL",GUID
"Family History and Missionary Work-Teaching","/Videos/Family History/Missionary Work",http://media2.ldscdn.org/assets/family-history/missionary-in-field-training-family-history/2012-10-04-family-history-and-missionary-work-teaching-1080p-eng.mp4,http://media2.ldscdn.org/assets/family-history/missionary-in-field-training-family-history/2012-10-04-family-history-and-missionary-work-teaching-720p-eng.mp4,http://media2.ldscdn.org/assets/family-history/missionary-in-field-training-family-history/2012-10-04-family-history-and-missionary-work-teaching-360p-eng.mp4,2012-10-04-family-history-and-missionary-work-teaching-720p-eng.mp4,,,,,"Family History",20151026,,0B30BABF1-359B-4C0A-8520-24F7118C742F
"Family History and Missionary Work-Finding","/Videos/Family History/Missionary Work",http://media2.ldscdn.org/assets/family-history/missionary-in-field-training-family-history/2012-10-03-family-history-and-missionary-work-finding-1080p-eng.mp4,http://media2.ldscdn.org/assets/family-history/missionary-in-field-training-family-history/2012-10-03-family-history-and-missionary-work-finding-720p-eng.mp4,http://media2.ldscdn.org/assets/family-history/missionary-in-field-training-family-history/2012-10-03-family-history-and-missionary-work-finding-360p-eng.mp4,2012-10-03-family-history-and-missionary-work-finding-720p-eng.mp4,,,,,"Family History",20151026,,0E4152812-DFE9-4436-B21F-DA6B78681086
